c,h,td,slack
C3,7,13,6.776263578034403e-21
C3,7,14,-6.776263578034403e-21
C3,7,15,-1.3552527156068805e-20
C3,7,16,6.776263578034403e-21
C3,8,1,-6.776263578034403e-21
C3,8,2,6.776263578034403e-21
C3,8,3,-1.3552527156068805e-20
C3,8,4,6.776263578034403e-21
C3,8,5,0.0
C3,8,6,-1.3552527156068805e-20
C3,8,7,-1.3552527156068805e-20
C3,8,8,-6.776263578034403e-21
C3,8,9,-6.776263578034403e-21
C3,8,10,0.0
C3,8,11,-2.0328790734103208e-20
C3,8,12,6.776263578034403e-21
C3,8,13,6.776263578034403e-21
C3,8,14,0.0
C3,8,15,0.0
C3,8,16,2.0328790734103208e-20
C3,9,1,-1.3552527156068805e-20
C3,9,2,-1.3552527156068805e-20
C3,9,3,-2.0328790734103208e-20
C3,9,4,-2.710505431213761e-20
C3,9,5,6.776263578034403e-21
C3,9,6,6.776263578034403e-21
C3,9,7,0.0
C3,9,8,0.0
C3,9,9,-1.3552527156068805e-20
C3,9,10,-1.2197274440461925e-19
C3,9,11,0.0
C3,9,12,-1.3552527156068805e-20
C3,9,13,-1.3552527156068805e-20
C3,9,14,-2.0328790734103208e-20
C3,9,15,-6.776263578034403e-21
C3,9,16,0.0
C3,10,1,-1.3552527156068805e-20
C3,10,2,-1.3552527156068805e-20
C3,10,3,-2.0328790734103208e-20
C3,10,4,-6.776263578034403e-21
C3,10,5,1.4162390878091902e-18
C3,10,6,-2.0328790734103208e-20
C3,10,7,6.776263578034403e-21
C3,10,8,2.710505431213761e-20
C3,10,9,-1.3552527156068805e-20
C3,10,10,1.1180834903756764e-18
C3,10,11,-2.710505431213761e-20
C3,10,12,0.0
C3,10,13,-2.0328790734103208e-20
C3,10,14,-1.3552527156068805e-20
C3,10,15,-2.0328790734103208e-20
C3,10,16,-2.0328790734103208e-20
C3,11,1,-4.0657581468206416e-20
C3,11,2,-6.776263578034403e-21
C3,11,3,4.404571325722362e-19
C3,11,4,-6.776263578034403e-21
C3,11,5,2.0328790734103208e-19
C3,11,6,-2.846030702774449e-19
C3,11,7,1.395910297075087e-18
C3,11,8,1.3213713977167085e-18
C3,11,9,1.4907779871675686e-19
C3,11,10,5.353248226647178e-19
C3,11,11,9.690056916589196e-19
C3,11,12,-1.3552527156068805e-20
C3,11,13,-2.0328790734103208e-20
C3,11,14,-1.3552527156068805e-20
C3,11,15,6.776263578034403e-21
C3,11,16,1.3552527156068805e-20
C3,12,1,-1.3552527156068805e-20
C3,12,2,1.3552527156068805e-20
C3,12,3,-1.3552527156068805e-20
C3,12,4,-6.776263578034403e-21
C3,12,5,-1.3552527156068805e-20
C3,12,6,6.776263578034403e-21
C3,12,7,6.776263578034403e-21
C3,12,8,-6.776263578034403e-21
C3,12,9,-6.776263578034403e-21
C3,12,10,6.776263578034403e-21
C3,12,11,-2.0328790734103208e-20
C3,12,12,-2.0328790734103208e-20
C3,12,13,-6.776263578034403e-21
C3,12,14,-3.3881317890172014e-20
C3,12,15,6.776263578034403e-21
C3,12,16,2.0328790734103208e-20
C3,13,1,-2.0328790734103208e-20
C3,13,2,-6.776263578034403e-21
C3,13,3,-2.371692252312041e-20
C3,13,4,-1.3552527156068805e-20
C3,13,5,6.776263578034403e-21
C3,13,6,-2.371692252312041e-20
C3,13,7,-1.5246593050577406e-20
C3,13,8,1.3552527156068805e-20
C3,13,9,-2.0328790734103208e-20
C3,13,10,0.0
C3,13,11,0.0
C3,13,12,-1.3552527156068805e-20
C3,13,13,0.0
C3,13,14,0.0
C3,13,15,0.0
C3,13,16,-1.3552527156068805e-20
C3,14,1,0.0
C3,14,2,6.776263578034403e-21
C3,14,3,-2.1175823681357508e-20
C3,14,4,-2.0328790734103208e-20
C3,14,5,0.0
C3,14,6,2.12018534971105e-06
C3,14,7,5.703080592537841e-06
C3,14,8,-4.743384504624082e-20
C3,14,9,-1.3552527156068805e-20
C3,14,10,8.470329472543003e-21
C3,14,11,-1.1858461261560205e-20
C3,14,12,-6.776263578034403e-21
C3,14,13,-5.082197683525802e-21
C3,14,14,0.0
C3,14,15,3.3881317890172014e-21
C3,14,16,-6.776263578034403e-21
C3,15,1,5.082197683525802e-21
C3,15,2,6.776263578034403e-21
C3,15,3,1.0977546996415732e-18
C3,15,4,0.0
C3,15,5,7.595190630489907e-06
C3,15,6,1.9409589219993336e-05
C3,15,7,1.2289066948141438e-05
C3,15,8,9.486314601557259e-06
C3,15,9,1.2281256275349005e-05
C3,15,10,-6.776263578034403e-21
C3,15,11,3.7269449679189215e-19
C3,15,12,0.0
C3,15,13,4.235164736271502e-22
C3,15,14,-6.776263578034403e-21
C3,15,15,-1.6093625997831706e-20
C3,15,16,3.3881317890172014e-21
C3,16,1,1.3552527156068805e-20
C3,16,2,1.8634724839594607e-20
C3,16,3,6.5217797166290385e-06
C3,16,4,0.0
C3,16,5,1.4532507383966211e-05
C3,16,6,2.735590199013189e-05
C3,16,7,2.403769203541652e-05
C3,16,8,2.0249305937178317e-05
C3,16,9,2.3228728766490353e-05
C3,16,10,6.911452437430005e-06
C3,16,11,4.296151108473811e-18
C3,16,12,-1.6940658945086007e-20
C3,16,13,2.0328790734103208e-20
C3,16,14,-2.371692252312041e-20
C3,16,15,-2.1281702799764296e-20
C3,16,16,1.0164395367051604e-20
C3,17,1,-2.710505431213761e-20
C3,17,2,-5.505714157152952e-21
C3,17,3,1.122867030864749e-05
C3,17,4,-2.0328790734103208e-20
C3,17,5,2.0379509308061765e-05
C3,17,6,2.9255577347764693e-05
C3,17,7,2.435771470057285e-05
C3,17,8,2.3298272823604758e-05
C3,17,9,2.541241442451362e-05
C3,17,10,7.851884616002273e-06
C3,17,11,8.809142651444724e-19
C3,17,12,-9.740878893424454e-21
C3,17,13,1.3552527156068805e-20
C3,17,14,-2.0328790734103208e-20
C3,17,15,2.117582368135751e-22
C3,17,16,-2.710505431213761e-20
C3,18,1,2.0328790734103208e-20
C3,18,2,-1.1434944787933055e-20
C3,18,3,6.980405125860055e-06
C3,18,4,-1.3552527156068805e-20
C3,18,5,1.8906955301442286e-05
C3,18,6,2.4900116419911785e-05
C3,18,7,2.0781443782528286e-05
C3,18,8,2.0418928859664728e-05
C3,18,9,2.3590846329791584e-05
C3,18,10,4.93930567681987e-06
C3,18,11,0.0
C3,18,12,-1.2281977735187355e-20
C3,18,13,1.3552527156068805e-20
C3,18,14,-3.3881317890172014e-21
C3,18,15,8.893845946170154e-21
C3,18,16,3.3881317890172014e-21
C3,19,1,-1.0164395367051604e-20
C3,19,2,-1.3552527156068805e-20
C3,19,3,2.1819568721270777e-18
C3,19,4,6.776263578034403e-21
C3,19,5,6.801532106087482e-06
C3,19,6,8.87798776702892e-06
C3,19,7,1.1406050382363096e-05
C3,19,8,9.261058502943048e-06
C3,19,9,1.2083704718540955e-05
C3,19,10,-6.776263578034403e-21
C3,19,11,9.317362419797304e-21
C3,19,12,-1.6940658945086007e-21
C3,19,13,5.929230630780102e-21
C3,19,14,-1.3552527156068805e-20
C3,19,15,5.082197683525802e-21
C3,19,16,-3.049318610115481e-20
C3,20,1,6.776263578034403e-21
C3,20,2,2.0328790734103208e-20
C3,20,3,2.202285662861181e-20
C3,20,4,-1.3552527156068805e-20
C3,20,5,0.0
C3,20,6,2.710505431213761e-20
C3,20,7,7.386127300057499e-19
C3,20,8,-6.776263578034403e-21
C3,20,9,1.3552527156068805e-20
C3,20,10,4.235164736271502e-21
C3,20,11,-2.371692252312041e-20
C3,20,12,-3.3881317890172014e-21
C3,20,13,-6.776263578034403e-21
C3,20,14,-2.710505431213761e-20
C3,20,15,1.6940658945086007e-20
C3,20,16,-1.3552527156068805e-20
C3,21,1,-2.0328790734103208e-20
C3,21,2,0.0
C3,21,3,1.3552527156068805e-20
C3,21,4,2.710505431213761e-20
C3,21,5,-1.0164395367051604e-20
C3,21,6,-2.541098841762901e-20
C3,21,7,0.0
C3,21,8,-4.0657581468206416e-20
C3,21,9,0.0
C3,21,10,-1.6940658945086007e-20
C3,21,11,6.776263578034403e-21
C3,21,12,-6.776263578034403e-21
C3,21,13,6.776263578034403e-21
C3,21,14,0.0
C3,21,15,-6.776263578034403e-21
C3,21,16,6.776263578034403e-21
C3,22,1,2.0328790734103208e-20
C3,22,2,1.3552527156068805e-20
C3,22,3,-6.776263578034403e-21
C3,22,4,0.0
C3,22,5,-6.776263578034403e-21
C3,22,6,1.3552527156068805e-20
C3,22,7,-1.3552527156068805e-20
C3,22,8,-1.3552527156068805e-20
C3,22,9,3.3881317890172014e-21
C3,22,10,2.0328790734103208e-20
C3,22,11,-6.776263578034403e-21
C3,22,12,0.0
C3,22,13,-4.0657581468206416e-20
C3,22,14,-1.3552527156068805e-20
C3,22,15,-2.0328790734103208e-20
C3,22,16,6.776263578034403e-21
C3,23,1,6.776263578034403e-21
C3,23,2,1.3552527156068805e-20
C3,23,3,0.0
C3,23,4,0.0
C3,23,5,-2.0328790734103208e-20
C3,23,6,0.0
C3,23,7,1.3552527156068805e-20
C3,23,8,-1.3552527156068805e-20
C3,23,9,1.3552527156068805e-20
C3,23,10,6.776263578034403e-21
C3,23,11,-2.0328790734103208e-20
C3,23,12,-6.776263578034403e-21
C3,23,13,-2.0328790734103208e-20
C3,23,14,2.710505431213761e-20
C3,23,15,1.3552527156068805e-20
C3,23,16,-6.776263578034403e-21
C3,24,1,2.0328790734103208e-20
C3,24,2,0.0
C3,24,3,0.0
C3,24,4,0.0
C3,24,5,-6.776263578034403e-21
C3,24,6,-6.776263578034403e-21
C3,24,7,0.0
C3,24,8,-6.776263578034403e-21
C3,24,9,0.0
C3,24,10,-2.710505431213761e-20
C3,24,11,0.0
C3,24,12,-2.0328790734103208e-20
C3,24,13,2.0328790734103208e-20
C3,24,14,0.0
C3,24,15,-6.776263578034403e-21
C3,24,16,-1.3552527156068805e-20
C4,1,1,-1.3552527156068805e-20
C4,1,2,-1.3552527156068805e-20
C4,1,3,0.0
C4,1,4,-1.3552527156068805e-20
C4,1,5,0.0
C4,1,6,1.3552527156068805e-20
C4,1,7,0.0
C4,1,8,0.0
C4,1,9,3.3881317890172014e-21
C4,1,10,1.3552527156068805e-20
C4,1,11,-1.3552527156068805e-20
C4,1,12,1.3552527156068805e-20
C4,1,13,-1.3552527156068805e-20
C4,1,14,-1.3552527156068805e-20
C4,1,15,0.0
C4,1,16,-1.3552527156068805e-20
C4,2,1,-1.3552527156068805e-20
C4,2,2,-1.3552527156068805e-20
C4,2,3,1.3552527156068805e-20
C4,2,4,-1.3552527156068805e-20
C4,2,5,-2.0328790734103208e-20
C4,2,6,1.3552527156068805e-20
C4,2,7,0.0
C4,2,8,1.3552527156068805e-20
C4,2,9,0.0
C4,2,10,6.776263578034403e-21
C4,2,11,-1.3552527156068805e-20
C4,2,12,0.0
C4,2,13,-1.3552527156068805e-20
C4,2,14,-1.3552527156068805e-20
C4,2,15,-1.3552527156068805e-20
C4,2,16,-1.3552527156068805e-20
C4,3,1,-1.3552527156068805e-20
C4,3,2,-1.3552527156068805e-20
C4,3,3,6.776263578034403e-21
C4,3,4,-1.3552527156068805e-20
C4,3,5,6.776263578034403e-21
C4,3,6,0.0
C4,3,7,-6.776263578034403e-21
C4,3,8,0.0
C4,3,9,1.3552527156068805e-20
C4,3,10,-1.3552527156068805e-20
C4,3,11,-1.3552527156068805e-20
C4,3,12,1.3552527156068805e-20
C4,3,13,-1.3552527156068805e-20
C4,3,14,-1.3552527156068805e-20
C4,3,15,-1.3552527156068805e-20
C4,3,16,-1.3552527156068805e-20
C4,4,1,-1.3552527156068805e-20
C4,4,2,-1.3552527156068805e-20
C4,4,3,1.3552527156068805e-20
C4,4,4,-1.3552527156068805e-20
C4,4,5,0.0
C4,4,6,1.3552527156068805e-20
C4,4,7,0.0
C4,4,8,-6.776263578034403e-21
C4,4,9,-2.0328790734103208e-20
C4,4,10,0.0
C4,4,11,-1.3552527156068805e-20
C4,4,12,0.0
C4,4,13,-3.3881317890172014e-21
C4,4,14,-1.3552527156068805e-20
C4,4,15,-6.776263578034403e-21
C4,4,16,-1.3552527156068805e-20
C4,5,1,-1.3552527156068805e-20
C4,5,2,-1.3552527156068805e-20
C4,5,3,1.3552527156068805e-20
C4,5,4,-1.3552527156068805e-20
C4,5,5,-1.3552527156068805e-20
C4,5,6,1.3552527156068805e-20
C4,5,7,0.0
C4,5,8,1.3552527156068805e-20
C4,5,9,0.0
C4,5,10,1.3552527156068805e-20
C4,5,11,-1.3552527156068805e-20
C4,5,12,0.0
C4,5,13,-1.3552527156068805e-20
C4,5,14,-1.3552527156068805e-20
C4,5,15,-1.3552527156068805e-20
C4,5,16,-1.3552527156068805e-20
C4,6,1,-1.3552527156068805e-20
C4,6,2,-1.3552527156068805e-20
C4,6,3,1.3552527156068805e-20
C4,6,4,-1.3552527156068805e-20
C4,6,5,-1.3552527156068805e-20
C4,6,6,1.3552527156068805e-20
C4,6,7,0.0
C4,6,8,1.3552527156068805e-20
C4,6,9,-1.3552527156068805e-20
C4,6,10,0.0
C4,6,11,-1.3552527156068805e-20
C4,6,12,1.3552527156068805e-20
C4,6,13,-1.3552527156068805e-20
C4,6,14,-1.3552527156068805e-20
C4,6,15,-1.3552527156068805e-20
C4,6,16,-1.3552527156068805e-20
C4,7,1,-1.3552527156068805e-20
C4,7,2,-1.3552527156068805e-20
C4,7,3,1.3552527156068805e-20
C4,7,4,-1.3552527156068805e-20
C4,7,5,-1.3552527156068805e-20
C4,7,6,1.3552527156068805e-20
C4,7,7,0.0
C4,7,8,1.3552527156068805e-20
C4,7,9,-1.3552527156068805e-20
C4,7,10,0.0
C4,7,11,-1.3552527156068805e-20
C4,7,12,1.3552527156068805e-20
C4,7,13,-1.3552527156068805e-20
C4,7,14,-1.3552527156068805e-20
C4,7,15,-1.3552527156068805e-20
C4,7,16,-1.3552527156068805e-20
C4,8,1,-1.3552527156068805e-20
C4,8,2,-1.3552527156068805e-20
C4,8,3,1.3552527156068805e-20
C4,8,4,-1.3552527156068805e-20
C4,8,5,-1.3552527156068805e-20
C4,8,6,1.3552527156068805e-20
C4,8,7,0.0
C4,8,8,1.3552527156068805e-20
C4,8,9,-1.3552527156068805e-20
C4,8,10,0.0
C4,8,11,-1.3552527156068805e-20
C4,8,12,1.3552527156068805e-20
C4,8,13,-1.3552527156068805e-20
C4,8,14,-1.3552527156068805e-20
C4,8,15,-1.3552527156068805e-20
C4,8,16,-1.3552527156068805e-20
C4,9,1,-1.3552527156068805e-20
C4,9,2,-1.3552527156068805e-20
C4,9,3,1.3552527156068805e-20
C4,9,4,-1.3552527156068805e-20
C4,9,5,-1.3552527156068805e-20
C4,9,6,1.3552527156068805e-20
C4,9,7,0.0
C4,9,8,1.3552527156068805e-20
C4,9,9,-1.3552527156068805e-20
C4,9,10,0.0
C4,9,11,-1.3552527156068805e-20
C4,9,12,1.3552527156068805e-20
C4,9,13,-1.3552527156068805e-20
C4,9,14,-1.3552527156068805e-20
C4,9,15,-1.3552527156068805e-20
C4,9,16,-1.3552527156068805e-20
C4,10,1,-1.3552527156068805e-20
C4,10,2,-1.3552527156068805e-20
C4,10,3,1.3552527156068805e-20
C4,10,4,-1.3552527156068805e-20
C4,10,5,-1.3552527156068805e-20
C4,10,6,0.0
C4,10,7,1.3552527156068805e-20
C4,10,8,1.3552527156068805e-20
C4,10,9,-1.3552527156068805e-20
C4,10,10,0.0
C4,10,11,-1.3552527156068805e-20
C4,10,12,1.3552527156068805e-20
C4,10,13,0.0
C4,10,14,-1.3552527156068805e-20
C4,10,15,-1.3552527156068805e-20
C4,10,16,-1.3552527156068805e-20
C4,11,1,1.3552527156068805e-20
C4,11,2,0.0
C4,11,3,-1.3552527156068805e-20
C4,11,4,-1.3552527156068805e-20
C4,11,5,-1.3552527156068805e-20
C4,11,6,1.3552527156068805e-20
C4,11,7,0.0
C4,11,8,1.3552527156068805e-20
C4,11,9,1.3552527156068805e-20
C4,11,10,-5.293955920339377e-23
C4,11,11,-2.710505431213761e-20
C4,11,12,0.0
C4,11,13,-1.3552527156068805e-20
C4,11,14,-1.3552527156068805e-20
C4,11,15,-1.3552527156068805e-20
C4,11,16,0.0
C4,12,1,-1.3552527156068805e-20
C4,12,2,0.0
C4,12,3,0.0
C4,12,4,-2.710505431213761e-20
C4,12,5,0.0
C4,12,6,-3.3881317890172014e-21
C4,12,7,0.0
C4,12,8,1.3552527156068805e-20
C4,12,9,0.0
C4,12,10,6.776263578034403e-21
C4,12,11,0.0
C4,12,12,6.776263578034403e-21
C4,12,13,0.0
C4,12,14,0.0
C4,12,15,-1.3552527156068805e-20
C4,12,16,1.3552527156068805e-20
C4,13,1,1.3552527156068805e-20
C4,13,2,1.3552527156068805e-20
C4,13,3,-1.3552527156068805e-20
C4,13,4,1.3552527156068805e-20
C4,13,5,-2.710505431213761e-20
C4,13,6,-1.3552527156068805e-20
C4,13,7,-2.371692252312041e-20
C4,13,8,1.0164395367051604e-20
C4,13,9,2.0328790734103208e-20
C4,13,10,0.0
C4,13,11,-4.0657581468206416e-20
C4,13,12,-6.776263578034403e-21
C4,13,13,-1.3552527156068805e-20
C4,13,14,0.0
C4,13,15,0.0
C4,13,16,0.0
C4,14,1,0.0
C4,14,2,0.0
C4,14,3,-1.6940658945086007e-20
C4,14,4,1.3552527156068805e-20
C4,14,5,0.0
C4,14,6,0.0
C4,14,7,-9.532429379061091e-21
C4,14,8,1.5246593050577406e-20
C4,14,9,-1.3552527156068805e-20
C4,14,10,6.776263578034403e-21
C4,14,11,-1.3552527156068805e-20
C4,14,12,0.0
C4,14,13,-3.3881317890172014e-21
C4,14,14,1.3552527156068805e-20
C4,14,15,-1.3552527156068805e-20
C4,14,16,-1.3552527156068805e-20
C4,15,1,-1.3552527156068805e-20
C4,15,2,-1.3552527156068805e-20
C4,15,3,-3.3881317890172014e-21
C4,15,4,-1.3552527156068805e-20
C4,15,5,-1.3552527156068805e-20
C4,15,6,2.750173875538508e-05
C4,15,7,-1.3552527156068805e-20
C4,15,8,1.3552527156068805e-20
C4,15,9,0.0
C4,15,10,-2.710505431213761e-20
C4,15,11,-2.710505431213761e-20
C4,15,12,1.3552527156068805e-20
C4,15,13,-2.710505431213761e-20
C4,15,14,-1.3552527156068805e-20
C4,15,15,-1.3552527156068805e-20
C4,15,16,-1.3552527156068805e-20
C4,16,1,3.3203691532368573e-19
C4,16,2,-1.3552527156068805e-20
C4,16,3,-2.642742795433417e-19
C4,16,4,0.0
C4,16,5,3.4847647016041994e-05
C4,16,6,7.623462720094528e-05
C4,16,7,3.9844148807454084e-05
C4,16,8,2.5188746543318243e-05
C4,16,9,2.8039209258056724e-05
C4,16,10,0.0
C4,16,11,-1.8973538018496328e-19
C4,16,12,-1.3552527156068805e-20
C4,16,13,0.0
C4,16,14,-2.710505431213761e-20
C4,16,15,-4.0657581468206416e-20
C4,16,16,1.3552527156068805e-20
C4,17,1,-5.55653613398821e-19
C4,17,2,0.0
C4,17,3,-3.3881317890172014e-20
C4,17,4,-1.3552527156068805e-20
C4,17,5,5.9579385819616876e-05
C4,17,6,7.556678478955715e-05
C4,17,7,5.599192599847224e-05
C4,17,8,2.823431521453955e-05
C4,17,9,3.6189500961358464e-05
C4,17,10,1.3552527156068805e-20
C4,17,11,3.3881317890172014e-21
C4,17,12,-1.3552527156068805e-20
C4,17,13,1.3552527156068805e-20
C4,17,14,1.3552527156068805e-20
C4,17,15,6.776263578034403e-21
C4,17,16,1.3552527156068805e-20
C4,18,1,-1.8973538018496328e-19
C4,18,2,-4.0657581468206416e-20
C4,18,3,6.776263578034403e-21
C4,18,4,-1.3552527156068805e-20
C4,18,5,3.496362882575448e-05
C4,18,6,5.283584036690664e-05
C4,18,7,3.245365520390956e-05
C4,18,8,7.632119587150686e-06
C4,18,9,3.147867692704428e-05
C4,18,10,-4.0657581468206416e-19
C4,18,11,-6.098637220230962e-20
C4,18,12,0.0
C4,18,13,-1.3552527156068805e-20
C4,18,14,1.3552527156068805e-20
C4,18,15,-1.3552527156068805e-20
C4,18,16,0.0
C4,19,1,-1.6940658945086007e-21
C4,19,2,1.3552527156068805e-20
C4,19,3,-2.456395547037471e-20
C4,19,4,1.3552527156068805e-20
C4,19,5,0.0
C4,19,6,0.0
C4,19,7,-4.743384504624082e-19
C4,19,8,2.710505431213761e-20
C4,19,9,4.0657581468206416e-20
C4,19,10,-1.3552527156068805e-20
C4,19,11,-1.3552527156068805e-20
C4,19,12,1.3552527156068805e-20
C4,19,13,1.3552527156068805e-20
C4,19,14,-1.3552527156068805e-20
C4,19,15,-1.3552527156068805e-20
C4,19,16,-1.3552527156068805e-20
C4,20,1,-4.0657581468206416e-20
C4,20,2,0.0
C4,20,3,-1.3552527156068805e-20
C4,20,4,-1.3552527156068805e-20
C4,20,5,1.3976043629695956e-20
C4,20,6,2.710505431213761e-20
C4,20,7,1.3552527156068805e-20
C4,20,8,-1.3552527156068805e-20
C4,20,9,5.082197683525802e-21
C4,20,10,1.3552527156068805e-20
C4,20,11,-1.3552527156068805e-20
C4,20,12,-1.3552527156068805e-20
C4,20,13,-2.710505431213761e-20
C4,20,14,0.0
C4,20,15,1.3552527156068805e-20
C4,20,16,-2.710505431213761e-20
C4,21,1,-2.710505431213761e-20
C4,21,2,1.3552527156068805e-20
C4,21,3,1.3552527156068805e-20
C4,21,4,0.0
C4,21,5,1.0164395367051604e-20
C4,21,6,1.3552527156068805e-20
C4,21,7,6.776263578034403e-21
C4,21,8,0.0
C4,21,9,6.776263578034403e-21
C4,21,10,1.3552527156068805e-20
C4,21,11,-2.710505431213761e-20
C4,21,12,-1.3552527156068805e-20
C4,21,13,-1.3552527156068805e-20
C4,21,14,-1.3552527156068805e-20
C4,21,15,1.3552527156068805e-20
C4,21,16,-2.710505431213761e-20
C4,22,1,0.0
C4,22,2,-1.3552527156068805e-20
C4,22,3,0.0
C4,22,4,0.0
C4,22,5,-2.0328790734103208e-20
C4,22,6,6.776263578034403e-21
C4,22,7,0.0
C4,22,8,-5.082197683525802e-21
C4,22,9,-6.776263578034403e-21
C4,22,10,0.0
C4,22,11,-2.710505431213761e-20
C4,22,12,-6.776263578034403e-21
C4,22,13,-2.710505431213761e-20
C4,22,14,0.0
C4,22,15,0.0
C4,22,16,-2.710505431213761e-20
C4,23,1,0.0
C4,23,2,-1.3552527156068805e-20
C4,23,3,1.3552527156068805e-20
C4,23,4,-1.3552527156068805e-20
C4,23,5,-1.3552527156068805e-20
C4,23,6,0.0
C4,23,7,0.0
C4,23,8,0.0
C4,23,9,0.0
C4,23,10,0.0
C4,23,11,-1.3552527156068805e-20
C4,23,12,1.3552527156068805e-20
C4,23,13,0.0
C4,23,14,-1.3552527156068805e-20
C4,23,15,-1.3552527156068805e-20
C4,23,16,-1.3552527156068805e-20
C4,24,1,-1.3552527156068805e-20
C4,24,2,-1.3552527156068805e-20
C4,24,3,1.3552527156068805e-20
C4,24,4,-1.3552527156068805e-20
C4,24,5,0.0
C4,24,6,-1.6940658945086007e-21
C4,24,7,-8.470329472543003e-22
C4,24,8,0.0
C4,24,9,-2.0328790734103208e-20
C4,24,10,1.3552527156068805e-20
C4,24,11,-1.3552527156068805e-20
C4,24,12,1.3552527156068805e-20
C4,24,13,0.0
C4,24,14,-1.3552527156068805e-20
C4,24,15,-1.3552527156068805e-20
C4,24,16,-1.3552527156068805e-20
C5,1,1,0.0
C5,1,2,0.0
C5,1,3,0.0
C5,1,4,0.0
C5,1,5,0.0
C5,1,6,0.0
C5,1,7,0.0
C5,1,8,0.0
C5,1,9,0.0
C5,1,10,0.0
C5,1,11,0.0
C5,1,12,0.0
C5,1,13,0.0
C5,1,14,0.0
C5,1,15,0.0
C5,1,16,0.0
C5,2,1,0.0
C5,2,2,0.0
C5,2,3,0.0
C5,2,4,0.0
C5,2,5,0.0
C5,2,6,0.0
C5,2,7,0.0
C5,2,8,0.0
C5,2,9,0.0
C5,2,10,0.0
C5,2,11,0.0
C5,2,12,0.0
C5,2,13,0.0
C5,2,14,0.0
C5,2,15,0.0
C5,2,16,0.0
C5,3,1,0.0
C5,3,2,0.0
C5,3,3,0.0
C5,3,4,0.0
C5,3,5,0.0
C5,3,6,0.0
C5,3,7,0.0
C5,3,8,0.0
C5,3,9,0.0
C5,3,10,0.0
C5,3,11,0.0
C5,3,12,0.0
C5,3,13,0.0
C5,3,14,0.0
C5,3,15,0.0
C5,3,16,0.0
C5,4,1,0.0
C5,4,2,0.0
C5,4,3,0.0
C5,4,4,0.0
C5,4,5,0.0
C5,4,6,0.0
C5,4,7,0.0
C5,4,8,0.0
C5,4,9,0.0
C5,4,10,0.0
C5,4,11,0.0
C5,4,12,0.0
C5,4,13,0.0
C5,4,14,0.0
C5,4,15,0.0
C5,4,16,0.0
C5,5,1,0.0
C5,5,2,0.0
C5,5,3,0.0
C5,5,4,0.0
C5,5,5,0.0
C5,5,6,0.0
C5,5,7,0.0
C5,5,8,0.0
C5,5,9,0.0
C5,5,10,0.0
C5,5,11,0.0
C5,5,12,0.0
C5,5,13,0.0
C5,5,14,0.0
C5,5,15,0.0
C5,5,16,0.0
C5,6,1,0.0
C5,6,2,0.0
C5,6,3,0.0
C5,6,4,0.0
C5,6,5,0.0
C5,6,6,0.0
C5,6,7,0.0
C5,6,8,0.0
C5,6,9,0.0
C5,6,10,0.0
C5,6,11,0.0
C5,6,12,0.0
C5,6,13,0.0
C5,6,14,0.0
C5,6,15,0.0
C5,6,16,0.0
C5,7,1,0.0
C5,7,2,0.0
C5,7,3,0.0
C5,7,4,0.0
C5,7,5,0.0
C5,7,6,0.0
C5,7,7,0.0
C5,7,8,0.0
C5,7,9,0.0
C5,7,10,0.0
C5,7,11,0.0
C5,7,12,0.0
C5,7,13,0.0
C5,7,14,0.0
C5,7,15,0.0
C5,7,16,0.0
C5,8,1,0.0
C5,8,2,0.0
C5,8,3,0.0
C5,8,4,0.0
C5,8,5,0.0
C5,8,6,0.0
C5,8,7,0.0
C5,8,8,0.0
C5,8,9,0.0
C5,8,10,0.0
C5,8,11,0.0
C5,8,12,0.0
C5,8,13,0.0
C5,8,14,0.0
C5,8,15,0.0
C5,8,16,0.0
C5,9,1,0.0
C5,9,2,0.0
C5,9,3,0.0
C5,9,4,0.0
C5,9,5,0.0
C5,9,6,0.0
C5,9,7,0.0
C5,9,8,0.0
C5,9,9,0.0
C5,9,10,0.0
C5,9,11,0.0
C5,9,12,0.0
C5,9,13,0.0
C5,9,14,0.0
C5,9,15,0.0
C5,9,16,0.0
C5,10,1,0.0
C5,10,2,0.0
C5,10,3,0.0
C5,10,4,0.0
C5,10,5,0.0
C5,10,6,0.0
C5,10,7,0.0
C5,10,8,0.0
C5,10,9,0.0
C5,10,10,0.0
C5,10,11,0.0
C5,10,12,0.0
C5,10,13,0.0
C5,10,14,0.0
C5,10,15,0.0
C5,10,16,0.0
C5,11,1,0.0
C5,11,2,0.0
C5,11,3,0.0
C5,11,4,0.0
C5,11,5,0.0
C5,11,6,0.0
C5,11,7,0.0
C5,11,8,0.0
C5,11,9,0.0
C5,11,10,0.0
C5,11,11,0.0
C5,11,12,0.0
C5,11,13,0.0
C5,11,14,0.0
C5,11,15,0.0
C5,11,16,0.0
C5,12,1,0.0
C5,12,2,0.0
C5,12,3,0.0
C5,12,4,0.0
C5,12,5,0.0
C5,12,6,0.0
C5,12,7,0.0
C5,12,8,0.0
C5,12,9,0.0
C5,12,10,0.0
C5,12,11,0.0
C5,12,12,0.0
C5,12,13,0.0
C5,12,14,0.0
C5,12,15,0.0
C5,12,16,0.0
C5,13,1,0.0
C5,13,2,0.0
C5,13,3,0.0
C5,13,4,0.0
C5,13,5,0.0
C5,13,6,0.0
C5,13,7,0.0
C5,13,8,0.0
C5,13,9,0.0
C5,13,10,0.0
C5,13,11,0.0
